"Obs","male","xeduc","raceeth","marstat","pcincQ","ksaimeQ","year","_TYPE_","_PAGE_","_TABLE_","pctoti_Mean","pcssb_Mean","pcSSI_Mean","pcinci_Mean","pcdbinc_Mean","pcearn_Mean","pcimpr_Mean","pcNotModel_Mean","pcothinc_Mean","xssb_Mean","xsssb_Mean","xearn_Mean","xsern_Mean","pcNetTOTI_Mean","pcNetCensusIncome_Mean","pcfedtax_Mean","pcstatetax_Mean","pcFICAtax_Mean","pcHItax_Mean","pcMedicareSurtax_Mean","MedicareBPremium_Mean","MedicareDPremium_Mean","PCCENSUSINCOME_Mean","pcdeltaIRA_Mean","pcint_Mean","pcdiv_Mean","pcrentinc_Mean","hpctoti_Mean","hpcssb_Mean","hpcSSI_Mean","hpcinci_Mean","hpcdbinc_Mean","hpcearn_Mean","hpcimpr_Mean","hpcNotModel_Mean","hpcothinc_Mean","hxssb_Mean","hxsssb_Mean","hxearn_Mean","hxsern_Mean","hpcNetTOTI_Mean","hpcNetCENSUSincome_Mean","hpcfedtax_Mean","hpcstatetax_Mean","hpcFICAtax_Mean","hpcHItax_Mean","hpcMedicareSurtax_Mean","hMedicareBpremium_Mean","hMedicareDpremium_Mean","hpcCensusIncome_Mean","hpcdeltaIRA_Mean","hpcint_Mean","hpcdiv_Mean","hpcrentinc_Mean"
"61",".",".","2.Black",".",".",".",2015,0010001,3,3,37831.01,11528.10,341.952,5966.26,7453.17,9510.45,2047.26,983.83,7362.22,10440.69,3737.86,6565.95,5982.14,33212.12,27418.80,1992.29,399.82,353.73,86.21,4.40,1396.80,385.64,32037.69,941.71,339.56,577.51,361.43,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"62",".",".","2.Black",".",".",".",2025,0010001,3,3,43692.93,13753.42,308.116,8820.41,6266.81,10905.58,2498.49,1140.12,8522.73,12087.06,4906.26,7310.84,7080.80,37821.79,30573.78,2599.15,436.13,418.81,107.16,15.10,1764.11,530.68,36444.92,2702.72,443.08,638.65,286.44,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"63",".",".","2.Black",".",".",".",2035,0010001,3,3,47960.36,15926.14,211.598,11755.16,4666.31,11162.31,3045.81,1193.05,9575.94,13741.51,5789.20,7834.14,6806.86,40802.98,32505.52,3128.68,477.17,469.16,116.49,40.55,2247.53,677.80,39662.91,4307.71,659.49,1107.23,429.09,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"64",".",".","2.Black",".",".",".",2045,0010001,3,3,53804.27,17809.41,170.412,14673.38,3037.87,13183.85,3458.10,1471.26,9937.93,15448.83,6165.20,9676.53,7880.10,44437.66,34797.91,4248.53,631.77,502.83,141.27,95.20,2890.82,856.20,44164.53,5489.60,820.21,1336.54,845.38,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"65",".",".","2.Black",".",".",".",2055,0010001,3,3,61219.94,19907.81,129.706,17558.21,2340.46,15608.96,4081.91,1592.88,10348.24,17301.09,6904.09,10994.29,9301.92,50082.48,38362.23,4794.29,660.62,659.44,167.06,135.02,3641.27,1079.76,49499.69,6401.78,951.16,1662.40,904.53,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"66",".",".","2.Black",".",".",".",2065,0010001,3,3,68858.74,22978.67,115.750,19771.70,2205.64,17532.96,4659.11,1594.91,11525.11,19806.85,8113.06,13304.40,9900.26,54041.08,42568.49,6791.63,982.74,714.20,193.38,208.70,4569.31,1357.71,57386.16,8604.18,1217.68,1983.33,1153.04,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"67",".",".","3.Hispanic",".",".",".",2015,0010001,4,3,32567.27,8778.67,676.397,6896.50,3456.08,9431.35,2283.84,1044.44,11172.81,7573.61,3553.96,6233.40,6775.98,28711.51,21851.91,1393.43,245.92,354.23,86.69,4.41,1394.35,376.73,25707.66,763.15,434.72,602.87,519.99,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"68",".",".","3.Hispanic",".",".",".",2025,0010001,4,3,38642.79,10252.33,424.782,9230.44,2731.21,12179.63,2630.00,1194.40,13196.72,8754.71,4257.74,7873.13,8841.82,33376.91,24671.42,2082.36,358.80,456.70,111.23,23.35,1724.25,509.18,29937.31,1542.48,440.53,880.60,291.35,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"69",".",".","3.Hispanic",".",".",".",2035,0010001,4,3,47126.25,12470.22,283.352,12261.77,2172.06,15207.89,3595.34,1135.62,13796.54,10342.90,5519.32,10120.20,10442.21,40193.42,28998.24,2901.88,428.69,577.25,142.43,41.46,2194.62,646.50,35931.07,2403.15,580.29,1080.79,597.70,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"70",".",".","3.Hispanic",".",".",".",2045,0010001,4,3,55240.62,14457.63,200.000,15767.74,2086.87,16887.04,4562.88,1278.45,14484.66,12027.88,6282.51,11505.84,11196.18,46193.76,33032.57,3927.12,570.60,635.75,158.78,85.32,2830.98,838.30,42079.43,4173.07,898.29,1450.95,647.12,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"71",".",".","3.Hispanic",".",".",".",2055,0010001,4,3,68603.05,16865.96,122.890,20278.14,2225.11,21865.60,5744.82,1500.53,15257.12,13934.92,7492.73,14965.78,13884.36,54517.56,38830.12,7217.22,1015.96,786.50,220.06,206.36,3578.18,1061.21,52915.61,5636.19,1167.50,2412.74,1119.10,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"72",".",".","3.Hispanic",".",".",".",2065,0010001,4,3,78010.71,20171.64,86.043,24439.69,2376.01,22358.42,6864.43,1714.48,16083.71,16667.24,8855.41,16191.65,13612.07,62555.33,44025.43,7327.55,862.47,907.61,234.11,259.81,4518.01,1345.82,59480.81,7246.50,1575.65,2742.35,1209.72,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"73",".",".","4.Other",".",".",".",2015,0010001,5,3,62162.65,10714.94,724.408,26042.17,5453.71,14182.11,4443.94,601.38,14505.91,9018.36,4815.96,10888.86,8006.62,55609.89,31101.27,3161.06,757.77,666.41,160.38,44.27,1390.62,372.25,37654.03,1709.82,1258.59,2338.50,670.56,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"74",".",".","4.Other",".",".",".",2025,0010001,5,3,69728.95,13171.89,512.875,29707.09,4265.69,16436.78,4877.38,757.24,17484.20,10913.37,5966.78,12301.42,9499.88,62186.23,35393.39,3599.91,693.38,739.03,178.59,60.58,1752.88,518.33,42936.11,3215.22,1284.06,2187.77,1104.58,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"75",".",".","4.Other",".",".",".",2035,0010001,5,3,74645.01,16040.45,362.695,30511.02,3427.80,18121.38,5526.23,655.43,19270.70,13520.67,6727.44,14556.30,9267.61,64724.42,39239.10,4912.49,917.17,854.57,210.97,107.50,2258.20,659.70,49159.69,5106.05,1595.81,2597.46,1252.62,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"76",".",".","4.Other",".",".",".",2045,0010001,5,3,80458.31,18355.43,247.425,31382.18,3070.36,20622.29,5909.20,871.44,21768.42,15683.15,7207.08,16599.10,10266.80,68477.47,42489.04,5901.03,982.55,921.64,244.53,161.25,2913.53,856.32,54469.88,6282.45,1179.05,2926.51,914.93,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"77",".",".","4.Other",".",".",".",2055,0010001,5,3,85641.99,20815.10,204.058,33571.74,2636.99,21129.48,6498.13,786.50,22824.60,17953.47,7796.66,16642.89,11097.66,70670.28,45299.82,7748.63,937.91,914.13,252.97,259.72,3752.98,1105.37,60271.53,7871.47,1985.41,3479.17,1363.36,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"78",".",".","4.Other",".",".",".",2065,0010001,5,3,93320.80,23679.77,162.304,35036.10,2726.23,23473.95,7200.19,1042.26,23298.59,20442.81,8899.74,19150.42,11628.47,76154.75,49950.09,8280.00,1131.18,1123.07,283.50,314.16,4661.44,1372.71,67116.14,9323.60,1823.24,3461.53,1423.25,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"79",".",".",".",".",".",".",2015,0000001,1,4,72327.80,14592.28,186.066,27018.77,7886.82,16753.40,4934.83,955.63,5883.93,12471.38,5990.30,12614.71,9989.32,64087.93,38582.99,4561.84,949.53,650.38,178.65,53.90,1453.70,391.86,46822.86,2337.43,1143.20,2142.01,826.03,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"80",".",".",".",".",".",".",2025,0000001,1,4,78067.84,16739.45,150.183,30861.37,6408.08,17352.17,5494.95,1061.63,7094.12,14157.07,6970.65,12821.04,10326.55,69074.94,41490.46,4722.10,875.61,769.80,191.73,65.59,1826.50,541.56,50483.35,4197.98,1300.47,2341.25,932.13,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"81",".",".",".",".",".",".",2035,0000001,1,4,81696.61,18868.22,119.302,33029.33,4730.35,17807.29,6069.68,1072.45,8182.96,16031.06,7609.25,13663.00,9991.15,71020.48,43115.05,5612.38,937.82,789.40,202.40,110.49,2330.74,692.91,53791.18,6011.10,1406.82,2666.19,1109.47,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"82",".",".",".",".",".",".",2045,0000001,1,4,87109.31,20390.95,99.056,35745.37,3579.85,19442.90,6667.54,1183.64,9527.32,17427.68,7920.58,14714.32,11205.35,74188.19,45477.03,6687.04,1074.37,850.60,221.78,179.70,3015.69,891.94,58398.15,7827.11,1614.65,3068.84,1191.14,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"83",".",".",".",".",".",".",2055,0000001,1,4,94316.98,22374.78,77.583,36406.39,3062.04,23598.68,7409.31,1388.19,10679.83,19127.05,8770.24,17941.53,13463.88,77876.44,50128.55,8618.58,1281.34,1013.53,272.01,291.64,3830.73,1132.72,66569.09,8926.25,2050.99,3615.42,1475.16,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"84",".",".",".",".",".",".",2065,0000001,1,4,100932.13,25357.51,62.772,37574.05,3088.10,25016.64,8323.60,1509.46,11680.14,21626.53,10007.04,19048.14,14280.68,82122.55,54324.57,9535.75,1309.50,1116.97,290.22,357.87,4785.15,1414.12,73134.15,10523.49,2165.49,3821.77,1588.93,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"85",".","1.High School Dropout",".",".",".",".",2015,0100001,2,4,29205.75,10948.21,639.782,7662.94,2616.53,4544.56,2178.21,615.52,9774.05,9764.89,3655.11,2229.56,4099.64,26459.91,18489.97,608.57,149.32,137.52,32.92,1.44,1428.73,387.33,21235.81,722.22,297.43,443.15,408.41,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"86",".","1.High School Dropout",".",".",".",".",2025,0100001,2,4,28433.90,10713.10,605.529,6411.41,1490.21,6397.20,2112.97,703.48,13107.16,9116.00,4207.24,3320.27,5581.88,24867.55,18463.63,840.74,168.91,200.88,47.10,2.82,1772.81,533.09,22029.98,1008.51,394.82,418.59,298.53,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"87",".","1.High School Dropout",".",".",".",".",2035,0100001,2,4,31699.45,11344.90,500.549,7092.99,993.23,8520.75,2485.56,761.47,15132.41,9391.64,4851.74,4607.06,7336.18,26741.25,19880.03,1439.36,268.68,273.54,66.46,18.94,2229.35,661.88,24838.22,1334.47,392.93,665.95,323.99,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"88",".","1.High School Dropout",".",".",".",".",2045,0100001,2,4,33554.79,12205.11,443.561,8357.39,800.26,8325.96,2601.74,820.77,16817.75,10146.29,5056.21,4274.59,7261.42,27711.56,20396.19,1553.74,250.86,247.53,60.18,27.26,2858.85,844.82,26239.43,1955.89,468.78,657.24,561.87,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"89",".","1.High School Dropout",".",".",".",".",2055,0100001,2,4,37884.64,13520.16,337.410,9904.35,704.06,9420.31,2955.97,1042.37,18469.82,11170.73,5709.19,4873.77,8312.40,30460.44,22575.64,2038.56,297.41,325.27,77.39,59.10,3572.77,1053.71,29999.84,2775.82,632.20,859.42,708.09,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"90",".","1.High School Dropout",".",".",".",".",2065,0100001,2,4,41101.83,15035.75,292.683,9517.70,576.12,11137.64,3363.34,1178.59,20913.15,12244.76,6637.19,5993.42,9516.96,32123.35,24537.84,2442.95,352.74,336.30,86.34,90.06,4373.87,1296.22,33516.32,2875.01,663.01,945.20,812.31,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"91",".","2.High School Graduate",".",".",".",".",2015,0100001,3,4,52096.23,14524.55,172.015,16204.26,6173.44,10212.05,3903.75,906.16,5907.69,12282.95,5975.23,6371.46,7458.57,46991.50,31404.87,2282.16,503.87,387.39,99.55,15.08,1430.20,386.48,36509.60,1929.81,712.95,1128.51,750.11,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"92",".","2.High School Graduate",".",".",".",".",2025,0100001,3,4,54118.24,15823.12,143.837,16398.37,4519.16,12095.66,4080.26,1057.84,7262.79,13360.18,6413.40,7801.63,8599.44,48105.47,33227.70,2580.72,486.65,507.82,123.23,21.08,1769.17,524.10,39240.47,2807.55,805.36,1320.15,667.79,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"93",".","2.High School Graduate",".",".",".",".",2035,0100001,3,4,56599.42,17475.11,121.456,17858.38,3252.07,12404.71,4459.78,1027.92,7904.93,14742.07,7053.36,8081.53,8763.38,49260.81,34139.71,3208.05,541.89,492.24,124.00,48.15,2252.57,671.72,41478.32,3967.52,936.51,1448.35,844.68,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"94",".","2.High School Graduate",".",".",".",".",2045,0100001,3,4,64256.66,18606.71,98.615,21446.29,2524.22,15371.47,4976.26,1233.11,9421.94,15649.23,7459.92,10155.03,10745.63,54424.68,37000.19,4465.15,717.29,605.75,159.27,106.33,2914.38,863.81,46832.17,5116.86,1108.87,1927.79,844.55,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"95",".","2.High School Graduate",".",".",".",".",2055,0100001,3,4,70122.20,20397.38,90.464,22582.92,2291.78,17586.25,5673.54,1499.87,10600.89,17182.46,8297.79,11479.09,12412.67,58043.53,40458.57,5539.15,712.65,684.84,182.20,179.01,3689.16,1091.66,52537.24,5758.34,1359.01,2397.50,1156.65,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"96",".","2.High School Graduate",".",".",".",".",2065,0100001,3,4,75756.94,22927.49,70.048,24073.11,2394.45,18288.94,6431.28,1571.62,11434.65,19288.68,9343.17,12119.33,12785.65,61678.87,43650.10,6138.26,847.21,745.50,191.00,226.96,4568.43,1360.71,57728.17,7255.62,1469.33,2456.18,1294.49,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"97",".","3.Some College",".",".",".",".",2015,0100001,4,4,74543.83,15180.54,52.683,24579.71,8369.41,19924.10,5164.73,1272.64,4765.80,12777.82,6468.23,14295.18,12297.32,65893.03,42862.95,4763.17,943.01,847.30,223.46,44.56,1440.31,388.98,51513.75,2417.80,1134.47,2359.49,802.61,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"98",".","3.Some College",".",".",".",".",2025,0100001,4,4,77443.70,17815.00,47.107,26696.38,6596.37,19552.35,5392.30,1344.20,5798.96,14870.64,7671.94,14419.77,11664.04,68014.79,44816.34,5028.75,876.06,886.86,221.26,60.53,1817.81,537.64,54245.25,4525.09,1150.41,2226.28,988.45,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"99",".","3.Some College",".",".",".",".",2035,0100001,4,4,77717.51,20195.35,35.446,27801.14,4627.73,17971.41,5875.84,1210.60,7263.95,17111.08,8043.20,13601.89,10037.08,67412.62,44567.02,5293.49,899.93,828.88,208.63,90.26,2301.06,682.63,54871.91,6162.60,1329.61,2323.83,1015.34,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100",".","3.Some College",".",".",".",".",2045,0100001,4,4,78889.71,21399.88,32.914,28221.55,3427.61,18416.50,6110.35,1280.91,8553.76,18236.77,8190.13,13612.27,10990.95,67407.08,45248.71,5625.57,861.66,831.82,205.89,121.95,2959.55,876.20,56731.35,7639.92,1225.61,2284.38,1023.62,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"101",".","3.Some College",".",".",".",".",2055,0100001,4,4,88866.73,23265.49,23.373,30172.13,3064.96,24134.89,6712.17,1493.72,9871.53,19874.81,9010.78,18754.22,13162.38,72841.83,50563.27,8290.17,1291.46,1035.82,271.22,252.06,3768.78,1115.38,66588.17,8741.34,1609.71,2951.68,1303.01,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"102",".","3.Some College",".",".",".",".",2065,0100001,4,4,93861.20,25781.67,22.549,31188.61,2865.29,24953.32,7254.08,1795.69,10903.10,21792.77,10300.88,19381.21,13771.97,75864.46,53779.42,9008.82,1214.19,1142.45,292.84,305.66,4663.92,1368.84,71776.16,10122.37,1798.01,3063.60,1373.67,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"103",".","4.College Graduate",".",".",".",".",2015,0100001,5,4,124861.22,16468.96,30.827,55691.39,13101.42,30722.06,7864.61,981.95,4335.55,14157.52,7074.12,26231.19,15256.43,109268.07,57411.83,9960.27,2058.16,1170.52,341.25,146.77,1511.89,404.30,73004.99,3828.49,2260.64,4404.34,1206.30,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"104",".","4.College Graduate",".",".",".",".",2025,0100001,5,4,130319.02,19797.57,26.482,62833.70,10810.12,26997.39,8844.00,1009.76,5107.39,16898.88,8371.48,21980.13,13544.26,115581.82,59472.16,8846.60,1669.35,1255.38,317.62,151.99,1926.82,569.45,74209.36,7087.63,2433.00,4548.52,1498.89,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"105",".","4.College Graduate",".",".",".",".",2035,0100001,5,4,129475.32,22355.99,21.890,62149.94,7772.21,26785.95,9243.71,1145.64,6296.65,19231.57,8969.02,22882.74,12245.15,112930.78,60357.40,9897.51,1625.99,1264.09,330.47,223.22,2469.70,733.55,76901.94,9814.35,2335.04,4916.95,1753.92,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"106",".","4.College Graduate",".",".",".",".",2045,0100001,5,4,132202.29,24410.65,11.273,63112.53,5640.45,27799.17,10012.21,1216.01,7501.04,21226.37,9231.19,23299.28,13203.67,113050.20,62453.51,11200.45,1824.29,1303.27,346.80,335.96,3197.49,943.83,81605.59,12527.37,2721.60,5446.25,1832.82,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"107",".","4.College Graduate",".",".",".",".",2055,0100001,5,4,135416.33,26394.05,11.890,59687.19,4458.06,32864.35,10649.61,1351.18,8665.00,22905.46,10020.16,27077.14,16152.41,112237.86,66784.75,13462.97,2064.23,1495.82,409.54,480.74,4063.82,1201.34,89963.21,13630.07,3314.19,5862.47,2076.95,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"108",".","4.College Graduate",".",".",".",".",2065,0100001,5,4,141162.06,29974.21,12.123,59300.91,4454.36,34262.86,11746.03,1411.56,9652.12,26033.53,11335.09,28022.58,17055.88,115447.60,71409.73,14475.06,1990.98,1617.12,424.60,562.51,5132.19,1511.99,97124.19,15455.16,3320.58,6086.22,2147.11,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"109",".",".",".",".",".",".",2015,0000001,1,5,72327.80,14592.28,186.066,27018.77,7886.82,16753.40,4934.83,955.63,5883.93,12471.38,5990.30,12614.71,9989.32,64087.93,38582.99,4561.84,949.53,650.38,178.65,53.90,1453.70,391.86,46822.86,2337.43,1143.20,2142.01,826.03,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"110",".",".",".",".",".",".",2025,0000001,1,5,78067.84,16739.45,150.183,30861.37,6408.08,17352.17,5494.95,1061.63,7094.12,14157.07,6970.65,12821.04,10326.55,69074.94,41490.46,4722.10,875.61,769.80,191.73,65.59,1826.50,541.56,50483.35,4197.98,1300.47,2341.25,932.13,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"111",".",".",".",".",".",".",2035,0000001,1,5,81696.61,18868.22,119.302,33029.33,4730.35,17807.29,6069.68,1072.45,8182.96,16031.06,7609.25,13663.00,9991.15,71020.48,43115.05,5612.38,937.82,789.40,202.40,110.49,2330.74,692.91,53791.18,6011.10,1406.82,2666.19,1109.47,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"112",".",".",".",".",".",".",2045,0000001,1,5,87109.31,20390.95,99.056,35745.37,3579.85,19442.90,6667.54,1183.64,9527.32,17427.68,7920.58,14714.32,11205.35,74188.19,45477.03,6687.04,1074.37,850.60,221.78,179.70,3015.69,891.94,58398.15,7827.11,1614.65,3068.84,1191.14,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"113",".",".",".",".",".",".",2055,0000001,1,5,94316.98,22374.78,77.583,36406.39,3062.04,23598.68,7409.31,1388.19,10679.83,19127.05,8770.24,17941.53,13463.88,77876.44,50128.55,8618.58,1281.34,1013.53,272.01,291.64,3830.73,1132.72,66569.09,8926.25,2050.99,3615.42,1475.16,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"114",".",".",".",".",".",".",2065,0000001,1,5,100932.13,25357.51,62.772,37574.05,3088.10,25016.64,8323.60,1509.46,11680.14,21626.53,10007.04,19048.14,14280.68,82122.55,54324.57,9535.75,1309.50,1116.97,290.22,357.87,4785.15,1414.12,73134.15,10523.49,2165.49,3821.77,1588.93,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"115",".",".",".",".","bottom quintile",".",2015,0000101,2,5,11965.27,7232.35,909.920,1179.28,599.46,853.81,993.82,196.63,10374.68,6892.59,1600.59,619.47,587.89,10069.93,8505.02,4.17,18.41,28.83,6.74,0.00,1444.65,392.53,10400.36,136.81,102.59,147.35,221.44,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"116",".",".",".",".","bottom quintile",".",2025,0000101,2,5,12834.30,7896.18,739.807,1479.69,493.80,934.64,1025.59,264.60,12141.28,7318.08,1981.53,698.08,615.56,10419.14,8841.86,20.76,21.27,30.86,7.22,0.04,1799.51,535.51,11257.03,250.43,150.48,214.48,312.61,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"117",".",".",".",".","bottom quintile",".",2035,0000101,2,5,13315.80,8567.42,589.158,1630.23,361.39,884.09,1057.27,226.24,13685.89,7929.79,2079.06,676.84,552.79,10256.47,8575.29,44.97,23.52,26.82,6.27,0.94,2274.63,682.17,11634.62,310.75,176.09,200.82,318.65,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"118",".",".",".",".","bottom quintile",".",2045,0000101,2,5,13654.63,8924.94,482.675,1824.61,240.23,857.19,1090.20,234.79,16074.26,8311.04,1966.38,669.64,504.05,9789.82,7973.71,60.11,23.30,26.71,6.25,0.98,2888.70,858.76,11838.52,367.54,208.66,198.62,323.87,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"119",".",".",".",".","bottom quintile",".",2055,0000101,2,5,14746.80,9744.82,382.677,2085.11,209.80,861.25,1193.10,270.05,17593.25,9110.57,2043.56,674.86,491.44,9902.49,8065.59,109.81,33.19,27.22,6.37,6.53,3590.20,1071.00,12909.90,507.37,215.20,240.89,477.85,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"120",".",".",".",".","bottom quintile",".",2065,0000101,2,5,16273.74,10950.71,308.695,2366.03,210.72,891.76,1272.52,273.30,18915.65,10272.02,2195.45,737.50,475.13,10322.50,8430.98,160.68,44.27,30.25,7.07,8.95,4384.60,1315.41,14382.21,636.78,264.83,358.41,487.01,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"121",".",".",".",".","2nd quintile",".",2015,0000101,3,5,28051.80,14374.83,19.840,4251.50,2467.24,3235.63,2976.93,725.83,6875.16,12897.20,4526.74,2338.16,2041.67,25844.52,20534.67,160.49,64.03,124.76,29.18,0.00,1442.52,386.30,22741.96,716.34,328.24,354.52,519.49,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"122",".",".",".",".","2nd quintile",".",2025,0000101,3,5,30292.93,15747.16,8.920,4716.57,1927.87,4077.48,2966.48,848.46,8467.14,13919.30,5187.53,3042.11,2543.90,27358.83,22242.90,302.88,89.21,160.02,37.43,0.15,1804.51,539.90,25177.00,1208.34,390.62,409.86,558.30,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"123",".",".",".",".","2nd quintile",".",2035,0000101,3,5,31063.35,17284.60,7.258,5111.17,1318.24,3317.57,3202.26,822.25,9324.46,15158.29,5854.60,2515.40,1991.34,27510.95,22303.52,356.02,85.01,129.26,30.23,2.01,2269.20,680.67,25855.91,1679.08,369.98,378.52,678.41,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
