"Obs","male","xeduc","raceeth","marstat","pcincQ","ksaimeQ","year","_TYPE_","_PAGE_","_TABLE_","pctoti_Mean","pcssb_Mean","pcSSI_Mean","pcinci_Mean","pcdbinc_Mean","pcearn_Mean","pcimpr_Mean","pcNotModel_Mean","pcothinc_Mean","xssb_Mean","xsssb_Mean","xearn_Mean","xsern_Mean","pcNetTOTI_Mean","pcNetCensusIncome_Mean","pcfedtax_Mean","pcstatetax_Mean","pcFICAtax_Mean","pcHItax_Mean","pcMedicareSurtax_Mean","MedicareBPremium_Mean","MedicareDPremium_Mean","PCCENSUSINCOME_Mean","pcdeltaIRA_Mean","pcint_Mean","pcdiv_Mean","pcrentinc_Mean","hpctoti_Mean","hpcssb_Mean","hpcSSI_Mean","hpcinci_Mean","hpcdbinc_Mean","hpcearn_Mean","hpcimpr_Mean","hpcNotModel_Mean","hpcothinc_Mean","hxssb_Mean","hxsssb_Mean","hxearn_Mean","hxsern_Mean","hpcNetTOTI_Mean","hpcNetCENSUSincome_Mean","hpcfedtax_Mean","hpcstatetax_Mean","hpcFICAtax_Mean","hpcHItax_Mean","hpcMedicareSurtax_Mean","hMedicareBpremium_Mean","hMedicareDpremium_Mean","hpcCensusIncome_Mean","hpcdeltaIRA_Mean","hpcint_Mean","hpcdiv_Mean","hpcrentinc_Mean"
"61",".",".","2.Black",".",".",".",2015,0010001,3,3,37831.01,11528.10,341.952,5966.26,7453.17,9510.45,2047.26,983.83,7362.22,10440.69,3737.86,6565.95,5982.14,33212.12,27418.80,1992.29,399.82,353.73,86.21,4.40,1396.80,385.64,32037.69,941.71,339.56,577.51,361.43,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"62",".",".","2.Black",".",".",".",2025,0010001,3,3,43692.93,13753.42,308.116,8820.41,6266.81,10905.58,2498.49,1140.12,8522.73,12087.06,4906.26,7310.84,7080.80,37821.79,30573.78,2599.15,436.13,418.81,107.16,15.10,1764.11,530.68,36444.92,2702.72,443.08,638.65,286.44,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"63",".",".","2.Black",".",".",".",2035,0010001,3,3,44250.62,12175.37,259.067,11755.16,4666.31,11162.31,3045.81,1186.60,9575.94,10505.25,4425.78,7834.14,6806.86,37334.29,29018.12,2898.20,469.97,469.16,116.49,38.68,2246.36,677.46,35934.44,4307.71,640.76,1107.23,429.09,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"64",".",".","2.Black",".",".",".",2045,0010001,3,3,49923.11,13912.89,212.275,14673.49,3037.87,13183.85,3458.10,1444.65,9912.92,12068.78,4816.31,9676.53,7880.10,40831.62,31183.71,3992.08,626.02,502.83,141.27,92.60,2882.77,853.93,40275.21,5489.56,812.19,1336.54,845.38,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"65",".",".","2.Black",".",".",".",2055,0010001,3,3,56706.82,15374.21,164.253,17557.88,2340.46,15608.96,4081.91,1579.16,10324.09,13361.11,5331.82,10994.29,9301.92,45928.53,34202.11,4463.46,654.97,659.44,167.06,131.35,3626.57,1075.46,44980.41,6401.03,945.41,1662.40,904.53,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"66",".",".","2.Black",".",".",".",2065,0010001,3,3,63252.28,17352.34,146.896,19772.35,2205.64,17532.96,4659.11,1582.98,11520.03,14957.14,6126.57,13304.40,9900.26,48969.84,37496.54,6313.15,973.08,714.20,193.38,203.46,4537.41,1347.77,51778.97,8604.10,1217.68,1983.33,1153.04,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"67",".",".","3.Hispanic",".",".",".",2015,0010001,4,3,32567.27,8778.67,676.397,6896.50,3456.08,9431.35,2283.84,1044.44,11172.81,7573.61,3553.96,6233.40,6775.98,28711.51,21851.91,1393.43,245.92,354.23,86.69,4.41,1394.35,376.73,25707.66,763.15,434.72,602.87,519.99,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"68",".",".","3.Hispanic",".",".",".",2025,0010001,4,3,38642.79,10252.33,424.782,9230.44,2731.21,12179.63,2630.00,1194.40,13196.72,8754.71,4257.74,7873.13,8841.82,33376.91,24671.42,2082.36,358.80,456.70,111.23,23.35,1724.25,509.18,29937.31,1542.48,440.53,880.60,291.35,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"69",".",".","3.Hispanic",".",".",".",2035,0010001,4,3,44237.88,9533.36,336.257,12261.77,2172.06,15207.89,3595.34,1131.21,13787.21,7907.04,4219.46,10120.20,10442.21,37490.44,26292.48,2726.17,421.15,577.25,142.43,40.28,2193.91,646.25,33039.93,2403.15,577.51,1080.79,597.70,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"70",".",".","3.Hispanic",".",".",".",2045,0010001,4,3,52103.86,11294.45,234.672,15767.67,2086.87,16887.04,4562.88,1270.28,14506.50,9396.30,4907.96,11505.84,11196.18,43314.03,30150.06,3691.23,561.22,635.75,158.78,82.81,2823.80,836.23,38939.89,4171.08,897.43,1450.95,647.12,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"71",".",".","3.Hispanic",".",".",".",2055,0010001,4,3,64774.13,13025.07,144.783,20277.58,2225.11,21865.60,5744.82,1491.16,15277.00,10761.52,5786.41,14965.78,13884.36,51052.10,35364.68,6887.06,1002.65,786.50,220.06,201.79,3566.34,1057.62,49086.71,5636.19,1166.96,2412.74,1119.10,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"72",".",".","3.Hispanic",".",".",".",2065,0010001,4,3,73075.69,15232.61,101.535,24439.03,2376.01,22358.42,6864.43,1703.64,16103.56,12586.26,6687.16,16191.65,13612.07,58162.84,39626.27,6848.66,845.17,907.61,234.11,254.11,4486.64,1336.55,54539.11,7246.65,1568.16,2742.35,1209.72,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"73",".",".","4.Other",".",".",".",2015,0010001,5,3,62162.65,10714.94,724.408,26042.17,5453.71,14182.11,4443.94,601.38,14505.91,9018.36,4815.96,10888.86,8006.62,55609.89,31101.27,3161.06,757.77,666.41,160.38,44.27,1390.62,372.25,37654.03,1709.82,1258.59,2338.50,670.56,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"74",".",".","4.Other",".",".",".",2025,0010001,5,3,69728.95,13171.89,512.875,29707.09,4265.69,16436.78,4877.38,757.24,17484.20,10913.37,5966.78,12301.42,9499.88,62186.23,35393.39,3599.91,693.38,739.03,178.59,60.58,1752.88,518.33,42936.11,3215.22,1284.06,2187.77,1104.58,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"75",".",".","4.Other",".",".",".",2035,0010001,5,3,70891.24,12262.76,390.349,30511.02,3427.80,18121.38,5526.23,651.69,19270.70,10336.41,5143.06,14556.30,9267.61,61333.50,35845.62,4572.80,898.02,854.57,210.97,103.48,2258.20,659.70,45403.35,5106.05,1593.23,2597.46,1252.62,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"76",".",".","4.Other",".",".",".",2045,0010001,5,3,76464.35,14339.44,274.460,31382.16,3070.36,20622.29,5909.20,866.45,21750.35,12251.83,5630.24,16599.10,10266.80,64893.81,38902.81,5523.29,967.96,921.64,244.53,155.59,2904.00,853.53,50473.35,6282.45,1176.46,2926.51,914.93,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"77",".",".","4.Other",".",".",".",2055,0010001,5,3,80917.29,16074.88,225.210,33574.92,2636.99,21129.48,6498.13,777.69,22886.00,13864.92,6021.12,16642.89,11097.66,66470.43,41078.07,7278.25,922.71,914.13,252.97,250.13,3730.12,1098.56,55524.94,7871.47,1966.70,3479.17,1363.36,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"78",".",".","4.Other",".",".",".",2065,0010001,5,3,87531.05,17881.78,177.701,35036.20,2726.23,23473.95,7200.19,1035.00,23290.28,15437.39,6720.64,19150.42,11628.47,71080.14,44874.28,7655.62,1107.88,1123.07,283.50,306.14,4614.69,1360.00,61325.19,9323.67,1822.07,3461.53,1423.25,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"79",".",".",".",".",".",".",2015,0000001,1,4,72327.80,14592.28,186.066,27018.77,7886.82,16753.40,4934.83,955.63,5883.93,12471.38,5990.30,12614.71,9989.32,64087.93,38582.99,4561.84,949.53,650.38,178.65,53.90,1453.70,391.86,46822.86,2337.43,1143.20,2142.01,826.03,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"80",".",".",".",".",".",".",2025,0000001,1,4,78067.84,16739.45,150.183,30861.37,6408.08,17352.17,5494.95,1061.63,7094.12,14157.07,6970.65,12821.04,10326.55,69074.94,41490.46,4722.10,875.61,769.80,191.73,65.59,1826.50,541.56,50483.35,4197.98,1300.47,2341.25,932.13,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"81",".",".",".",".",".",".",2035,0000001,1,4,77266.77,14424.57,140.933,33029.22,4730.35,17807.29,6069.68,1064.73,8184.69,12255.59,5817.20,13663.00,9991.15,67000.22,39084.91,5226.62,919.34,789.40,202.40,106.60,2329.61,692.59,49351.46,6011.11,1396.82,2666.19,1109.47,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"82",".",".",".",".",".",".",2045,0000001,1,4,82654.48,15929.61,117.831,35745.53,3579.85,19442.90,6667.54,1171.22,9535.77,13614.68,6187.64,14714.32,11205.35,70197.41,41478.60,6269.22,1055.85,850.60,221.78,173.91,2998.54,887.17,53935.67,7826.79,1607.48,3068.84,1191.14,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"83",".",".",".",".",".",".",2055,0000001,1,4,89224.24,17279.37,92.375,36406.48,3062.04,23598.68,7409.31,1375.98,10698.47,14771.25,6773.00,17941.53,13463.88,73372.93,45612.04,8093.43,1259.21,1013.53,272.01,283.70,3804.31,1125.13,61463.36,8926.72,2037.61,3615.42,1475.16,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"84",".",".",".",".",".",".",2065,0000001,1,4,94723.14,19148.72,74.462,37573.95,3088.10,25016.64,8323.60,1497.67,11688.24,16331.27,7556.81,19048.14,14280.68,76704.01,48894.84,8843.56,1282.92,1116.97,290.22,349.44,4736.12,1399.89,66913.97,10523.52,2154.15,3821.77,1588.93,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"85",".","1.High School Dropout",".",".",".",".",2015,0100001,2,4,29205.75,10948.21,639.782,7662.94,2616.53,4544.56,2178.21,615.52,9774.05,9764.89,3655.11,2229.56,4099.64,26459.91,18489.97,608.57,149.32,137.52,32.92,1.44,1428.73,387.33,21235.81,722.22,297.43,443.15,408.41,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"86",".","1.High School Dropout",".",".",".",".",2025,0100001,2,4,28433.90,10713.10,605.529,6411.41,1490.21,6397.20,2112.97,703.48,13107.16,9116.00,4207.24,3320.27,5581.88,24867.55,18463.63,840.74,168.91,200.88,47.10,2.82,1772.81,533.09,22029.98,1008.51,394.82,418.59,298.53,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"87",".","1.High School Dropout",".",".",".",".",2035,0100001,2,4,29106.92,8673.06,583.311,7092.99,993.23,8520.75,2485.56,758.02,15117.42,7179.81,3709.10,4607.06,7336.18,24247.92,17382.85,1346.38,263.03,273.54,66.46,18.37,2229.35,661.88,22241.85,1334.47,389.08,665.95,323.99,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"88",".","1.High School Dropout",".",".",".",".",2045,0100001,2,4,30935.92,9534.75,516.002,8357.68,800.26,8325.96,2601.74,799.53,16824.87,7926.39,3949.96,4274.59,7261.42,25209.97,17894.40,1445.09,246.17,247.53,60.18,26.19,2856.61,844.18,23620.35,1956.02,468.72,657.24,561.87,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"89",".","1.High School Dropout",".",".",".",".",2055,0100001,2,4,34849.28,10441.21,395.735,9904.71,704.06,9420.31,2955.97,1027.27,18486.70,8626.82,4409.04,4873.77,8312.40,27586.30,19701.14,1892.88,292.76,325.27,77.39,57.18,3565.67,1051.84,26964.12,2775.82,632.20,859.42,708.09,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"90",".","1.High School Dropout",".",".",".",".",2065,0100001,2,4,37461.92,11354.25,341.018,9517.80,576.12,11137.64,3363.34,1171.75,20878.85,9246.63,5012.07,5993.42,9516.96,28698.90,21113.45,2251.79,346.55,336.30,86.34,86.55,4362.66,1292.83,29876.47,2875.18,662.99,945.20,812.31,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"91",".","2.High School Graduate",".",".",".",".",2015,0100001,3,4,52096.23,14524.55,172.015,16204.26,6173.44,10212.05,3903.75,906.16,5907.69,12282.95,5975.23,6371.46,7458.57,46991.50,31404.87,2282.16,503.87,387.39,99.55,15.08,1430.20,386.48,36509.60,1929.81,712.95,1128.51,750.11,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"92",".","2.High School Graduate",".",".",".",".",2025,0100001,3,4,54118.24,15823.12,143.837,16398.37,4519.16,12095.66,4080.26,1057.84,7262.79,13360.18,6413.40,7801.63,8599.44,48105.47,33227.70,2580.72,486.65,507.82,123.23,21.08,1769.17,524.10,39240.47,2807.55,805.36,1320.15,667.79,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"93",".","2.High School Graduate",".",".",".",".",2035,0100001,3,4,52498.70,13359.55,146.565,17858.05,3252.07,12404.71,4459.78,1017.98,7914.44,11270.16,5392.22,8081.53,8763.38,45415.14,30294.04,2966.84,530.60,492.24,124.00,46.61,2251.80,671.47,37377.60,3967.52,936.18,1448.35,844.68,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"94",".","2.High School Graduate",".",".",".",".",2045,0100001,3,4,60194.33,14535.74,120.108,21446.89,2524.22,15371.47,4976.26,1219.65,9445.63,12225.33,5827.76,10155.03,10745.63,50661.50,33234.96,4191.25,706.40,605.75,159.27,102.85,2905.97,861.34,42767.79,5115.77,1108.51,1927.79,844.55,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"95",".","2.High School Graduate",".",".",".",".",2055,0100001,3,4,65482.00,15752.29,110.048,22582.50,2291.78,17586.25,5673.54,1485.60,10627.15,13269.50,6408.14,11479.09,12412.67,53804.23,36210.37,5178.66,696.22,684.84,182.20,172.96,3675.03,1087.86,47888.14,5759.90,1348.13,2397.50,1156.65,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"96",".","2.High School Graduate",".",".",".",".",2065,0100001,3,4,70144.52,17313.70,85.290,24072.54,2394.45,18288.94,6431.28,1558.33,11439.12,14565.85,7055.49,12119.33,12785.65,56608.87,38577.55,5660.42,828.67,745.50,191.00,219.80,4537.96,1352.29,52113.20,7255.59,1466.23,2456.18,1294.49,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"97",".","3.Some College",".",".",".",".",2015,0100001,4,4,74543.83,15180.54,52.683,24579.71,8369.41,19924.10,5164.73,1272.64,4765.80,12777.82,6468.23,14295.18,12297.32,65893.03,42862.95,4763.17,943.01,847.30,223.46,44.56,1440.31,388.98,51513.75,2417.80,1134.47,2359.49,802.61,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"98",".","3.Some College",".",".",".",".",2025,0100001,4,4,77443.70,17815.00,47.107,26696.38,6596.37,19552.35,5392.30,1344.20,5798.96,14870.64,7671.94,14419.77,11664.04,68014.79,44816.34,5028.75,876.06,886.86,221.26,60.53,1817.81,537.64,54245.25,4525.09,1150.41,2226.28,988.45,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"99",".","3.Some College",".",".",".",".",2035,0100001,4,4,72962.22,15439.14,43.798,27801.13,4627.73,17971.41,5875.84,1203.17,7263.95,13081.25,6148.95,13601.89,10037.08,63070.47,40224.89,4901.75,881.91,828.88,208.63,87.42,2300.66,682.49,50116.65,6162.65,1329.58,2323.83,1015.34,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100",".","3.Some College",".",".",".",".",2045,0100001,4,4,74208.45,16717.80,42.145,28221.71,3427.61,18416.50,6110.35,1272.33,8552.23,14246.74,6398.21,13612.27,10990.95,63172.40,41010.44,5220.14,844.06,831.82,205.89,117.36,2944.72,872.06,52046.48,7640.00,1222.11,2284.38,1023.62,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"101",".","3.Some College",".",".",".",".",2055,0100001,4,4,83561.49,17967.24,29.851,30171.74,3064.96,24134.89,6712.17,1480.64,9868.14,15348.72,6958.75,18754.22,13162.38,68117.25,45827.87,7773.21,1270.46,1035.82,271.22,244.83,3741.61,1107.08,61272.11,8741.33,1598.52,2951.68,1303.01,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"102",".","3.Some College",".",".",".",".",2065,0100001,4,4,87541.03,19469.02,28.022,31188.81,2865.29,24953.32,7254.08,1782.48,10921.00,16456.81,7778.71,19381.21,13771.97,70303.66,48214.79,8342.08,1187.20,1142.45,292.84,298.31,4618.56,1355.93,65452.16,10122.40,1794.36,3063.60,1373.67,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"103",".","4.College Graduate",".",".",".",".",2015,0100001,5,4,124861.22,16468.96,30.827,55691.39,13101.42,30722.06,7864.61,981.95,4335.55,14157.52,7074.12,26231.19,15256.43,109268.07,57411.83,9960.27,2058.16,1170.52,341.25,146.77,1511.89,404.30,73004.99,3828.49,2260.64,4404.34,1206.30,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"104",".","4.College Graduate",".",".",".",".",2025,0100001,5,4,130319.02,19797.57,26.482,62833.70,10810.12,26997.39,8844.00,1009.76,5107.39,16898.88,8371.48,21980.13,13544.26,115581.82,59472.16,8846.60,1669.35,1255.38,317.62,151.99,1926.82,569.45,74209.36,7087.63,2433.00,4548.52,1498.89,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"105",".","4.College Graduate",".",".",".",".",2035,0100001,5,4,124205.62,17090.93,24.681,62149.94,7772.21,26785.95,9243.71,1138.21,6298.62,14702.34,6856.73,22882.74,12245.15,108346.31,55743.95,9254.77,1594.91,1264.09,330.47,214.92,2467.23,732.91,71603.26,9814.35,2306.05,4916.95,1753.92,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"106",".","4.College Graduate",".",".",".",".",2045,0100001,5,4,126852.82,19069.84,13.439,63112.24,5640.45,27799.17,10012.21,1205.48,7502.37,16582.25,7211.49,23299.28,13203.67,108450.51,57836.01,10532.54,1793.30,1303.27,346.80,325.63,3165.65,935.12,76238.31,12527.33,2703.53,5446.25,1832.82,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"107",".","4.College Graduate",".",".",".",".",2055,0100001,5,4,129398.37,20383.33,13.085,59687.87,4458.06,32864.35,10649.61,1342.06,8689.48,17689.20,7738.27,27077.14,16152.41,107107.54,61632.83,12674.85,2031.15,1495.82,409.54,468.93,4021.39,1189.14,83923.66,13630.06,3293.29,5862.47,2076.95,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"108",".","4.College Graduate",".",".",".",".",2065,0100001,5,4,133813.28,22635.02,13.759,59300.97,4454.36,34262.86,11746.03,1400.27,9670.18,19659.22,8559.69,28022.58,17055.88,109262.35,65199.62,13460.02,1952.52,1617.12,424.60,551.16,5056.06,1489.45,89750.55,15455.20,3295.74,6086.22,2147.11,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"109",".",".",".",".",".",".",2015,0000001,1,5,72327.80,14592.28,186.066,27018.77,7886.82,16753.40,4934.83,955.63,5883.93,12471.38,5990.30,12614.71,9989.32,64087.93,38582.99,4561.84,949.53,650.38,178.65,53.90,1453.70,391.86,46822.86,2337.43,1143.20,2142.01,826.03,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"110",".",".",".",".",".",".",2025,0000001,1,5,78067.84,16739.45,150.183,30861.37,6408.08,17352.17,5494.95,1061.63,7094.12,14157.07,6970.65,12821.04,10326.55,69074.94,41490.46,4722.10,875.61,769.80,191.73,65.59,1826.50,541.56,50483.35,4197.98,1300.47,2341.25,932.13,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"111",".",".",".",".",".",".",2035,0000001,1,5,77266.77,14424.57,140.933,33029.22,4730.35,17807.29,6069.68,1064.73,8184.69,12255.59,5817.20,13663.00,9991.15,67000.22,39084.91,5226.62,919.34,789.40,202.40,106.60,2329.61,692.59,49351.46,6011.11,1396.82,2666.19,1109.47,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"112",".",".",".",".",".",".",2045,0000001,1,5,82654.48,15929.61,117.831,35745.53,3579.85,19442.90,6667.54,1171.22,9535.77,13614.68,6187.64,14714.32,11205.35,70197.41,41478.60,6269.22,1055.85,850.60,221.78,173.91,2998.54,887.17,53935.67,7826.79,1607.48,3068.84,1191.14,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"113",".",".",".",".",".",".",2055,0000001,1,5,89224.24,17279.37,92.375,36406.48,3062.04,23598.68,7409.31,1375.98,10698.47,14771.25,6773.00,17941.53,13463.88,73372.93,45612.04,8093.43,1259.21,1013.53,272.01,283.70,3804.31,1125.13,61463.36,8926.72,2037.61,3615.42,1475.16,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"114",".",".",".",".",".",".",2065,0000001,1,5,94723.14,19148.72,74.462,37573.95,3088.10,25016.64,8323.60,1497.67,11688.24,16331.27,7556.81,19048.14,14280.68,76704.01,48894.84,8843.56,1282.92,1116.97,290.22,349.44,4736.12,1399.89,66913.97,10523.52,2154.15,3821.77,1588.93,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"115",".",".",".",".","bottom quintile",".",2015,0000101,2,5,11965.27,7232.35,909.920,1179.28,599.46,853.81,993.82,196.63,10374.68,6892.59,1600.59,619.47,587.89,10069.93,8505.02,4.17,18.41,28.83,6.74,0.00,1444.65,392.53,10400.36,136.81,102.59,147.35,221.44,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"116",".",".",".",".","bottom quintile",".",2025,0000101,2,5,12834.30,7896.18,739.807,1479.69,493.80,934.64,1025.59,264.60,12141.28,7318.08,1981.53,698.08,615.56,10419.14,8841.86,20.76,21.27,30.86,7.22,0.04,1799.51,535.51,11257.03,250.43,150.48,214.48,312.61,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"117",".",".",".",".","bottom quintile",".",2035,0000101,2,5,11338.86,6943.20,689.356,1537.78,327.04,644.68,1024.62,172.18,13569.37,6376.91,1743.97,470.69,432.61,8290.70,6743.55,44.30,23.05,19.11,4.47,1.18,2273.98,682.07,9791.71,295.91,169.28,188.01,362.04,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"118",".",".",".",".","bottom quintile",".",2045,0000101,2,5,11722.57,7369.34,570.381,1714.42,218.25,608.06,1063.32,178.80,15992.76,6825.34,1669.04,480.57,355.77,7879.93,6164.22,53.08,22.57,19.23,4.50,0.93,2886.09,856.24,10006.85,347.44,194.50,192.53,327.56,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"119",".",".",".",".","bottom quintile",".",2055,0000101,2,5,12525.97,7963.71,450.792,1970.10,192.05,620.99,1127.14,201.19,17386.69,7415.32,1697.67,498.51,343.89,7701.57,5998.82,95.06,30.01,20.43,4.78,5.78,3594.29,1074.05,10823.22,498.88,208.67,218.90,468.04,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"120",".",".",".",".","bottom quintile",".",2065,0000101,2,5,13559.92,8827.89,364.219,2176.50,167.41,602.99,1209.48,211.44,18529.39,8231.58,1828.33,508.24,311.48,7656.21,5925.66,132.51,39.02,19.84,4.64,8.34,4385.92,1313.45,11829.38,581.12,248.35,338.84,487.12,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"121",".",".",".",".","2nd quintile",".",2015,0000101,3,5,28051.80,14374.83,19.840,4251.50,2467.24,3235.63,2976.93,725.83,6875.16,12897.20,4526.74,2338.16,2041.67,25844.52,20534.67,160.49,64.03,124.76,29.18,0.00,1442.52,386.30,22741.96,716.34,328.24,354.52,519.49,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"122",".",".",".",".","2nd quintile",".",2025,0000101,3,5,30292.93,15747.16,8.920,4716.57,1927.87,4077.48,2966.48,848.46,8467.14,13919.30,5187.53,3042.11,2543.90,27358.83,22242.90,302.88,89.21,160.02,37.43,0.15,1804.51,539.90,25177.00,1208.34,390.62,409.86,558.30,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"123",".",".",".",".","2nd quintile",".",2035,0000101,3,5,26947.41,13492.83,13.896,5188.02,1311.15,2926.17,3252.31,763.04,9364.08,11761.34,4687.38,2242.27,1716.79,23500.67,18209.51,276.80,72.91,111.15,26.00,1.53,2276.28,682.07,21656.25,1735.14,373.22,389.06,651.74,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
