"Obs","male","xeduc","raceeth","marstat","pcincQ","ksaimeQ","year","_TYPE_","_PAGE_","_TABLE_","pctoti_Mean","pcssb_Mean","pcSSI_Mean","pcinci_Mean","pcdbinc_Mean","pcearn_Mean","pcimpr_Mean","pcNotModel_Mean","pcothinc_Mean","xssb_Mean","xsssb_Mean","xearn_Mean","xsern_Mean","pcNetTOTI_Mean","pcNetCensusIncome_Mean","pcfedtax_Mean","pcstatetax_Mean","pcFICAtax_Mean","pcHItax_Mean","pcMedicareSurtax_Mean","MedicareBPremium_Mean","MedicareDPremium_Mean","PCCENSUSINCOME_Mean","pcdeltaIRA_Mean","pcint_Mean","pcdiv_Mean","pcrentinc_Mean","hpctoti_Mean","hpcssb_Mean","hpcSSI_Mean","hpcinci_Mean","hpcdbinc_Mean","hpcearn_Mean","hpcimpr_Mean","hpcNotModel_Mean","hpcothinc_Mean","hxssb_Mean","hxsssb_Mean","hxearn_Mean","hxsern_Mean","hpcNetTOTI_Mean","hpcNetCENSUSincome_Mean","hpcfedtax_Mean","hpcstatetax_Mean","hpcFICAtax_Mean","hpcHItax_Mean","hpcMedicareSurtax_Mean","hMedicareBpremium_Mean","hMedicareDpremium_Mean","hpcCensusIncome_Mean","hpcdeltaIRA_Mean","hpcint_Mean","hpcdiv_Mean","hpcrentinc_Mean"
"61",".",".","2.Black",".",".",".",2015,0010001,3,3,31914.63,9956.17,338.126,5053.76,6230.18,7745.07,1756.38,834.94,7079.60,10440.69,3737.86,6565.95,5982.14,27774.83,22896.21,1650.45,332.70,297.67,72.653,3.89,1396.80,385.64,27036.01,799.45,306.60,538.34,287.13,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"62",".",".","2.Black",".",".",".",2025,0010001,3,3,36448.62,11661.69,298.855,7424.50,5125.53,8849.76,2128.17,960.12,8083.94,12087.06,4906.26,7310.84,7080.80,31228.23,25101.78,2115.64,357.47,350.87,89.748,11.88,1764.11,530.68,30322.17,2237.85,388.66,562.34,237.36,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"63",".",".","2.Black",".",".",".",2035,0010001,3,3,37353.26,10357.58,249.319,10034.79,3963.84,9088.54,2658.46,1000.72,9147.29,10505.25,4425.78,7834.14,6806.86,31104.65,23913.21,2410.63,386.96,396.03,98.135,33.02,2246.36,677.46,30161.82,3594.02,565.40,977.04,365.36,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"64",".",".","2.Black",".",".",".",2045,0010001,3,3,42418.41,11954.72,207.781,12619.91,2616.09,10762.11,3028.05,1229.75,9489.87,12068.78,4816.31,9676.53,7880.10,34212.69,26030.91,3323.99,517.58,426.90,118.267,82.29,2882.77,853.93,34236.63,4693.86,736.25,1212.77,823.31,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"65",".",".","2.Black",".",".",".",2055,0010001,3,3,48312.79,13202.04,162.376,15134.19,2022.42,12873.12,3566.93,1351.71,9903.14,13361.11,5331.82,10994.29,9301.92,38492.42,28382.65,3747.75,549.22,565.66,143.245,112.46,3626.57,1075.46,38203.02,5467.98,835.91,1503.90,783.56,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"66",".",".","2.Black",".",".",".",2065,0010001,3,3,53914.59,14880.33,143.232,17180.54,1879.73,14404.66,4073.97,1352.13,11042.20,14957.14,6126.57,13304.40,9900.26,41060.29,30951.92,5231.47,796.37,606.97,163.419,170.89,4537.41,1347.77,43806.21,7366.99,1054.60,1743.95,980.59,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"67",".",".","3.Hispanic",".",".",".",2015,0010001,4,3,26809.64,7390.21,622.697,5614.48,2785.54,7597.60,1946.22,852.90,10246.80,7573.61,3553.96,6233.40,6775.98,23353.71,17732.62,1118.24,198.63,293.13,71.419,3.44,1394.35,376.73,21188.55,638.88,356.62,504.79,439.32,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"68",".",".","3.Hispanic",".",".",".",2025,0010001,4,3,31381.26,8511.05,394.949,7483.50,2200.22,9642.92,2175.06,973.55,11963.06,8754.71,4257.74,7873.13,8841.82,26720.53,19659.77,1663.78,285.55,369.66,89.895,18.41,1724.25,509.18,24320.49,1259.61,365.91,720.44,251.85,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"69",".",".","3.Hispanic",".",".",".",2035,0010001,4,3,35890.47,7825.10,306.557,9919.48,1777.68,12170.13,2958.92,932.60,12457.01,7907.04,4219.46,10120.20,10442.21,29890.29,20802.37,2201.76,336.96,472.36,116.623,32.31,2193.91,646.25,26802.55,1945.30,468.01,902.10,475.07,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"70",".",".","3.Hispanic",".",".",".",2045,0010001,4,3,42335.51,9305.39,212.646,12895.06,1690.49,13406.49,3783.77,1041.67,13081.07,9396.30,4907.96,11505.84,11196.18,34570.51,23771.89,2950.98,445.80,514.02,128.359,65.80,2823.80,836.23,31536.89,3406.24,748.07,1209.07,516.82,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"71",".",".","3.Hispanic",".",".",".",2055,0010001,4,3,52967.14,10698.27,136.268,16695.40,1759.75,17667.21,4794.46,1215.79,13933.60,10761.52,5786.41,14965.78,13884.36,40864.24,27942.24,5687.93,810.72,633.50,179.210,167.58,3566.34,1057.62,40045.14,4609.01,981.42,2055.10,922.33,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"72",".",".","3.Hispanic",".",".",".",2065,0010001,4,3,60012.77,12538.51,96.900,20366.25,1912.66,17907.63,5810.46,1380.37,14720.28,12586.26,6687.16,16191.65,13612.07,46773.10,31240.78,5597.40,681.67,738.16,191.408,207.85,4486.64,1336.55,44480.46,6003.39,1306.49,2304.03,1030.47,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"73",".",".","4.Other",".",".",".",2015,0010001,5,3,49525.82,8688.82,608.358,20346.50,4391.78,11374.40,3642.43,473.54,12962.24,9018.36,4815.96,10888.86,8006.62,43832.40,24811.82,2586.20,632.13,544.56,131.070,36.59,1390.62,372.25,30505.24,1380.45,1032.10,1948.97,606.81,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"74",".",".","4.Other",".",".",".",2025,0010001,5,3,55854.67,10671.80,437.949,23683.53,3445.18,13048.66,3959.75,607.80,15561.67,10913.37,5966.78,12301.42,9499.88,49342.88,28013.14,2885.35,561.62,599.58,145.371,48.66,1752.88,518.33,34524.93,2622.44,1009.86,1787.36,893.88,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"75",".",".","4.Other",".",".",".",2035,0010001,5,3,57680.29,10061.44,325.878,24829.76,2767.40,14612.49,4556.10,527.21,17099.50,10336.41,5143.06,14556.30,9267.61,49358.81,28550.55,3716.95,726.63,703.68,173.507,82.82,2258.20,659.70,36872.03,4190.75,1230.20,2150.79,1005.87,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"76",".",".","4.Other",".",".",".",2045,0010001,5,3,63179.02,11894.19,235.712,26123.52,2539.11,16703.66,4957.86,724.97,19493.97,12251.83,5630.24,16599.10,10266.80,52974.35,31409.43,4546.67,796.70,774.03,202.481,127.27,2904.00,853.53,41614.10,5268.27,1000.16,2519.76,728.27,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"77",".",".","4.Other",".",".",".",2055,0010001,5,3,68006.06,13513.47,195.950,28787.90,2193.53,17093.64,5572.24,649.34,20387.05,13864.92,6021.12,16642.89,11097.66,55376.54,33355.95,5860.05,764.72,764.03,207.776,204.25,3730.12,1098.56,45985.48,6586.93,1651.71,2942.23,1158.67,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"78",".",".","4.Other",".",".",".",2065,0010001,5,3,73467.73,14966.81,153.725,30024.14,2252.41,19111.59,6132.00,827.04,20770.55,15437.39,6720.64,19150.42,11628.47,58824.80,36298.72,6324.28,918.42,933.97,234.617,256.95,4614.69,1360.00,50941.65,7845.95,1562.10,3009.03,1212.99,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"79",".",".",".",".",".",".",2015,0000001,1,4,58467.82,12064.12,171.823,21936.37,6345.42,13097.65,4068.22,784.22,5437.75,12471.38,5990.30,12614.71,9989.32,51599.26,30897.17,3571.10,745.94,522.88,141.832,41.24,1453.70,391.86,37765.73,1938.23,928.91,1759.42,675.93,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"80",".",".",".",".",".",".",2025,0000001,1,4,63374.10,13799.07,138.270,25053.48,5177.92,13783.23,4551.13,871.01,6503.22,14157.07,6970.65,12821.04,10326.55,55686.20,33301.58,3784.49,702.77,624.60,155.366,52.61,1826.50,541.56,40989.48,3446.42,1068.72,1945.25,759.60,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"81",".",".",".",".",".",".",2035,0000001,1,4,63618.24,11971.89,127.854,27295.63,3899.08,14330.34,5109.97,883.48,7503.08,12255.59,5817.20,13663.00,9991.15,54663.16,31620.37,4278.81,751.67,648.19,166.222,87.99,2329.61,692.59,40575.44,5015.95,1162.32,2262.26,922.27,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"82",".",".",".",".",".",".",2045,0000001,1,4,68744.35,13330.96,108.277,30089.16,2963.71,15593.88,5681.46,976.91,8741.97,13614.68,6187.64,14714.32,11205.35,57851.87,33662.37,5120.48,862.13,699.03,181.560,143.57,2998.54,887.17,44554.85,6593.23,1359.06,2630.65,998.18,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"83",".",".",".",".",".",".",2055,0000001,1,4,74070.37,14434.03,86.461,30652.53,2506.67,18954.78,6294.61,1141.29,9822.66,14771.25,6773.00,17941.53,13463.88,60212.14,36807.94,6613.38,1027.41,830.62,222.221,235.16,3804.31,1125.13,50666.17,7486.16,1733.41,3084.09,1239.27,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"84",".",".",".",".",".",".",2065,0000001,1,4,78503.90,15971.97,69.571,31571.48,2530.20,20029.52,7096.27,1234.89,10702.79,16331.27,7556.81,19048.14,14280.68,62659.36,39259.57,7223.32,1045.83,913.73,236.715,288.93,4736.12,1399.89,55104.11,8836.01,1828.20,3265.69,1338.06,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"85",".","1.High School Dropout",".",".",".",".",2015,0100001,2,4,24885.72,9492.24,590.860,6714.34,2142.16,3540.84,1895.57,509.71,9161.38,9764.89,3655.11,2229.56,4099.64,22327.30,15344.13,481.17,120.38,112.65,26.909,1.25,1428.73,387.33,17902.55,620.67,264.00,387.72,354.35,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"86",".","1.High School Dropout",".",".",".",".",2025,0100001,2,4,23522.45,9049.26,558.894,5399.34,1173.22,5002.04,1776.43,563.26,12045.07,9116.00,4207.24,3320.27,5581.88,20226.69,14786.52,653.01,132.20,164.04,38.453,2.17,1772.81,533.09,18082.29,817.06,318.27,359.27,241.01,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"87",".","1.High School Dropout",".",".",".",".",2035,0100001,2,4,23850.27,7233.30,532.400,5820.58,776.33,6797.76,2064.49,625.41,13933.87,7179.81,3709.10,4607.06,7336.18,19393.65,13701.81,1060.14,212.36,223.61,54.241,15.04,2229.35,661.88,18158.43,1053.01,320.22,565.71,254.29,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"88",".","1.High School Dropout",".",".",".",".",2045,0100001,2,4,25530.85,8003.73,479.322,6963.23,609.69,6630.18,2187.13,657.56,15515.85,7926.39,3949.96,4274.59,7261.42,20220.28,14069.23,1138.29,194.48,206.39,49.891,20.73,2856.61,844.18,19379.80,1575.27,398.74,562.56,462.75,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"89",".","1.High School Dropout",".",".",".",".",2055,0100001,2,4,28827.77,8764.83,376.339,8357.87,531.19,7439.12,2501.44,856.98,17268.68,8626.82,4409.04,4873.77,8312.40,22104.09,15347.98,1503.77,231.93,262.73,62.384,45.35,3565.67,1051.84,22071.66,2266.01,524.40,737.48,575.31,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"90",".","1.High School Dropout",".",".",".",".",2065,0100001,2,4,30876.29,9464.61,323.539,7987.84,435.24,8902.45,2811.36,951.23,19558.22,9246.63,5012.07,5993.42,9516.96,22696.10,16263.66,1818.40,286.36,277.49,72.067,70.38,4362.66,1292.83,24443.85,2338.82,560.52,796.35,671.08,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"91",".","2.High School Graduate",".",".",".",".",2015,0100001,3,4,42625.64,12114.71,158.633,13310.97,4971.42,8050.72,3271.59,747.59,5463.43,12282.95,5975.23,6371.46,7458.57,38195.93,25372.25,1804.62,398.06,318.09,80.880,11.37,1430.20,386.48,29801.95,1623.52,588.64,927.90,618.83,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"92",".","2.High School Graduate",".",".",".",".",2025,0100001,3,4,44357.73,13217.68,130.656,13532.18,3661.29,9514.85,3435.66,865.42,6711.45,13360.18,6413.40,7801.63,8599.44,39096.57,26784.94,2051.62,389.08,411.36,99.529,16.30,1769.17,524.10,32046.11,2328.59,675.09,1104.84,547.69,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"93",".","2.High School Graduate",".",".",".",".",2035,0100001,3,4,43276.45,11177.98,130.072,14730.76,2660.32,9945.66,3777.49,854.17,7270.11,11270.16,5392.22,8081.53,8763.38,36966.04,24451.88,2411.56,427.73,407.31,102.864,37.66,2251.80,671.47,30762.28,3297.73,788.84,1217.65,689.86,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"94",".","2.High School Graduate",".",".",".",".",2045,0100001,3,4,49736.79,12210.93,106.683,17953.28,2049.94,12176.44,4213.02,1026.50,8665.40,12225.33,5827.76,10155.03,10745.63,41361.29,26696.97,3338.97,562.55,495.81,129.384,81.47,2905.97,861.34,35072.48,4275.57,922.59,1615.23,688.60,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"95",".","2.High School Graduate",".",".",".",".",2055,0100001,3,4,54035.07,13180.13,100.023,18875.69,1853.14,13999.99,4788.66,1237.44,9722.52,13269.50,6408.14,11479.09,12412.67,43715.96,28953.04,4144.36,558.78,563.26,148.990,140.84,3675.03,1087.86,39272.15,4774.64,1122.50,2023.55,980.75,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"96",".","2.High School Graduate",".",".",".",".",2065,0100001,3,4,57784.29,14482.75,77.596,20049.13,1930.76,14475.41,5466.07,1302.58,10426.78,14565.85,7055.49,12119.33,12785.65,45728.37,30642.96,4559.48,666.92,605.95,154.957,178.36,4537.96,1352.29,42698.88,6032.26,1248.85,2069.49,1079.19,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"97",".","3.Some College",".",".",".",".",2015,0100001,4,4,60308.86,12459.12,50.644,20032.24,6693.00,15787.69,4238.49,1047.68,4393.96,12777.82,6468.23,14295.18,12297.32,53040.55,34352.71,3782.43,752.93,688.48,180.257,34.93,1440.31,388.98,41621.02,2006.68,927.08,1978.56,670.58,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"98",".","3.Some College",".",".",".",".",2025,0100001,4,4,62713.37,14621.78,44.902,21656.14,5272.32,15563.06,4439.84,1115.32,5327.32,14870.64,7671.94,14419.77,11664.04,54684.21,35899.27,4022.21,701.27,722.20,179.814,48.21,1817.81,537.64,43928.43,3710.50,946.91,1848.43,805.20,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"99",".","3.Some College",".",".",".",".",2035,0100001,4,4,60274.54,12872.07,41.599,23050.54,3806.66,14531.02,4974.00,998.65,6694.72,13081.25,6148.95,13601.89,10037.08,51628.32,32671.60,4011.99,721.10,685.74,172.889,71.36,2300.66,682.49,41317.83,5156.58,1095.21,1970.83,845.21,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100",".","3.Some College",".",".",".",".",2045,0100001,4,4,61498.93,14053.69,40.414,23550.21,2840.15,14719.16,5218.98,1076.33,7835.27,14246.74,6398.21,13612.27,10990.95,51784.51,33326.99,4256.13,692.35,682.56,168.801,97.81,2944.72,872.06,43041.41,6409.37,1041.35,1949.85,911.10,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"101",".","3.Some College",".",".",".",".",2055,0100001,4,4,69482.62,15073.96,28.972,25397.92,2486.80,19533.17,5720.82,1240.98,9083.17,15348.72,6958.75,18754.22,13162.38,55912.89,37046.83,6376.64,1069.46,850.56,222.220,202.18,3741.61,1107.08,50616.57,7302.30,1347.27,2518.60,1084.51,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"102",".","3.Some College",".",".",".",".",2065,0100001,4,4,72624.07,16259.96,27.340,26318.36,2329.45,20035.73,6176.40,1476.83,10044.07,16456.81,7778.71,19381.21,13771.97,57461.94,38732.75,6802.05,964.32,936.77,239.420,245.08,4618.56,1355.93,53894.88,8488.23,1533.57,2606.43,1137.34,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"103",".","4.College Graduate",".",".",".",".",2015,0100001,5,4,99406.00,13270.14,27.149,44639.05,10544.11,23766.53,6364.09,794.92,3930.59,14157.52,7074.12,26231.19,15256.43,86858.35,45315.76,7726.82,1602.33,924.90,265.666,111.76,1511.89,404.30,57863.42,3127.92,1806.20,3569.61,956.84,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"104",".","4.College Graduate",".",".",".",".",2025,0100001,5,4,105199.67,16061.35,24.628,50668.60,8783.55,21567.13,7266.39,828.02,4595.18,16898.88,8371.48,21980.13,13544.26,92835.73,47669.11,7126.03,1344.66,1016.79,257.223,122.97,1926.82,569.45,60033.04,5799.14,1985.34,3765.32,1218.56,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"105",".","4.College Graduate",".",".",".",".",2035,0100001,5,4,102121.76,14041.15,22.656,51352.23,6449.00,21568.58,7751.85,936.29,5704.17,14702.34,6856.73,22882.74,12245.15,88519.38,45209.54,7611.16,1311.12,1031.68,269.452,178.83,2467.23,732.91,58811.92,8216.88,1918.37,4183.59,1475.40,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"106",".","4.College Graduate",".",".",".",".",2045,0100001,5,4,106001.22,15870.85,12.715,53363.63,4723.21,22479.58,8559.48,991.76,6841.53,16582.25,7211.49,23299.28,13203.67,90096.82,47323.75,8697.72,1477.50,1072.34,284.411,271.67,3165.65,935.12,63228.16,10625.80,2293.01,4707.09,1524.15,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"107",".","4.College Graduate",".",".",".",".",2055,0100001,5,4,107664.52,16960.57,12.263,50365.36,3694.82,26464.26,9066.79,1100.44,7899.78,17689.20,7738.27,27077.14,16152.41,88423.29,50101.55,10430.05,1649.84,1224.56,334.386,391.86,4021.39,1189.14,69342.78,11511.61,2832.80,5017.04,1748.97,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"108",".","4.College Graduate",".",".",".",".",2065,0100001,5,4,111188.04,18838.65,12.537,49914.46,3693.56,27540.27,10047.21,1141.35,8746.57,19659.22,8559.69,28022.58,17055.88,89857.56,52798.03,11055.95,1599.09,1324.20,346.215,459.51,5056.06,1489.45,74128.51,13050.71,2788.81,5232.58,1830.04,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"109",".",".",".",".",".",".",2015,0000001,1,5,58467.82,12064.12,171.823,21936.37,6345.42,13097.65,4068.22,784.22,5437.75,12471.38,5990.30,12614.71,9989.32,51599.26,30897.17,3571.10,745.94,522.88,141.832,41.24,1453.70,391.86,37765.73,1938.23,928.91,1759.42,675.93,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"110",".",".",".",".",".",".",2025,0000001,1,5,63374.10,13799.07,138.270,25053.48,5177.92,13783.23,4551.13,871.01,6503.22,14157.07,6970.65,12821.04,10326.55,55686.20,33301.58,3784.49,702.77,624.60,155.366,52.61,1826.50,541.56,40989.48,3446.42,1068.72,1945.25,759.60,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"111",".",".",".",".",".",".",2035,0000001,1,5,63618.24,11971.89,127.854,27295.63,3899.08,14330.34,5109.97,883.48,7503.08,12255.59,5817.20,13663.00,9991.15,54663.16,31620.37,4278.81,751.67,648.19,166.222,87.99,2329.61,692.59,40575.44,5015.95,1162.32,2262.26,922.27,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"112",".",".",".",".",".",".",2045,0000001,1,5,68744.35,13330.96,108.277,30089.16,2963.71,15593.88,5681.46,976.91,8741.97,13614.68,6187.64,14714.32,11205.35,57851.87,33662.37,5120.48,862.13,699.03,181.560,143.57,2998.54,887.17,44554.85,6593.23,1359.06,2630.65,998.18,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"113",".",".",".",".",".",".",2055,0000001,1,5,74070.37,14434.03,86.461,30652.53,2506.67,18954.78,6294.61,1141.29,9822.66,14771.25,6773.00,17941.53,13463.88,60212.14,36807.94,6613.38,1027.41,830.62,222.221,235.16,3804.31,1125.13,50666.17,7486.16,1733.41,3084.09,1239.27,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"114",".",".",".",".",".",".",2065,0000001,1,5,78503.90,15971.97,69.571,31571.48,2530.20,20029.52,7096.27,1234.89,10702.79,16331.27,7556.81,19048.14,14280.68,62659.36,39259.57,7223.32,1045.83,913.73,236.715,288.93,4736.12,1399.89,55104.11,8836.01,1828.20,3265.69,1338.06,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"115",".",".",".",".","bottom quintile",".",2015,0000101,2,5,10577.36,6260.60,829.547,1023.76,567.13,838.18,859.79,198.37,9099.18,6538.37,2579.36,646.31,848.09,8680.30,7346.18,10.07,16.58,24.65,5.765,0.00,1447.87,392.12,9243.25,114.78,90.84,121.25,222.55,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"116",".",".",".",".","bottom quintile",".",2025,0000101,2,5,11165.23,6783.19,676.825,1270.24,435.33,907.79,858.81,233.05,10702.23,7021.54,3044.25,761.39,850.80,8755.67,7413.52,20.33,17.98,27.89,6.524,0.00,1801.75,535.08,9823.09,229.18,125.58,167.94,264.22,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"117",".",".",".",".","bottom quintile",".",2035,0000101,2,5,9864.91,6048.63,616.367,1319.62,279.27,578.54,875.14,147.34,11615.42,6199.68,2697.52,479.74,549.19,6834.96,5515.43,36.09,18.22,15.37,3.596,1.01,2273.84,681.82,8545.38,252.51,141.51,163.47,317.74,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"118",".",".",".",".","bottom quintile",".",2045,0000101,2,5,10290.34,6488.26,516.666,1456.93,194.03,570.98,912.04,151.43,13895.90,6630.26,2738.23,496.69,500.38,6461.65,4977.63,41.71,19.10,15.87,3.710,0.53,2888.24,859.53,8806.32,304.22,151.92,146.82,281.99,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"119",".",".",".",".","bottom quintile",".",2055,0000101,2,5,11060.88,7071.39,420.462,1659.84,165.69,587.51,982.54,173.45,15387.96,7202.39,2900.54,507.56,498.53,6260.16,4837.27,86.60,27.65,16.92,3.958,4.84,3590.46,1070.29,9637.99,417.89,179.03,199.32,423.25,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"120",".",".",".",".","bottom quintile",".",2065,0000101,2,5,11964.60,7771.82,336.816,1844.72,158.55,578.73,1092.58,181.38,16566.76,7914.26,3158.09,538.64,446.87,6099.82,4577.39,108.24,33.38,17.45,4.082,6.39,4377.83,1317.41,10442.17,503.59,208.00,279.92,423.37,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"121",".",".",".",".","2nd quintile",".",2015,0000101,3,5,23863.56,12402.44,28.747,3500.40,2213.17,2643.00,2489.01,586.79,5996.33,12817.48,5546.52,2270.97,2354.42,21732.17,17275.83,129.16,53.04,99.21,23.203,0.00,1439.57,387.20,19407.22,556.85,260.63,306.54,409.05,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"122",".",".",".",".","2nd quintile",".",2025,0000101,3,5,25568.23,13322.45,12.995,3905.11,1659.02,3550.43,2426.49,691.73,7223.99,13689.31,6273.94,3098.42,3196.07,22706.59,18432.61,280.47,75.40,133.92,31.319,0.61,1800.86,539.08,21294.26,970.32,336.06,337.44,413.81,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"123",".",".",".",".","2nd quintile",".",2035,0000101,3,5,22740.87,11413.05,22.758,4350.55,1112.31,2564.62,2634.15,643.43,8295.24,11651.13,5487.58,2283.18,2203.32,19381.89,14955.99,236.46,60.87,92.50,21.634,1.08,2267.99,678.45,18314.96,1463.34,324.30,307.49,463.66,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
